"","Film.ID","Title","Year","Academy.Nominations","Academy.Awards","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","Response","Error","Country1","Genre1"
"45","A City Called Copenhagen (1960)","A City Called Copenhagen",1960,1,1,"PG-13","12 Sep 1961",78,"Horror, Mystery, Thriller","John Llewellyn Moxey","George Baxt (screenplay), Milton Subotsky (story)","Dennis Lotis, Christopher Lee, Patricia Jessel, Tom Naylor","A young coed (Nan Barlow) uses her winter vacation to research a paper on witchcraft in New England. Her professor recommends that she spend her time in a small village called Whitewood. He...","English","UK","N/A","http://ia.media-imdb.com/images/M/MV5BMTU4NjgyNDE4OF5BMl5BanBnXkFtZTcwNjAyMDUyMQ@@._V1_SX300.jpg",NA,6.9,"3,387","tt0053719","movie","True",NA,"UK","Horror"
"46","A City Decides (1956)","A City Decides",1956,1,1,"N/A","N/A",27,"Documentary, Short","Charles Guggenheim","N/A","N/A","N/A","English","USA","N/A","N/A",NA,6.6,"7","tt0049081","movie","True",NA,"USA","Documentary"
"47","A Civil Action (1998)","A Civil Action",1998,2,2,"PG-13","08 Jan 1999",115,"Drama","Steven Zaillian","Jonathan Harr (book), Steven Zaillian (screenplay)","John Travolta, Robert Duvall, Tony Shalhoub, William H. Macy","The families of children who died sue two companies for dumping toxic waste: a tort so expensive to prove, the case could bankrupt their lawyer.","English","USA","Nominated for 2 Oscars. Another 5 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQyNTgzNDY3N15BMl5BanBnXkFtZTYwODkzNDc5._V1_SX300.jpg",68,6.5,"22,433","tt0120633","movie","True",NA,"USA","Drama"
"48","A Clockwork Orange (1971)","A Clockwork Orange",1971,4,4,"X","02 Feb 1972",136,"Crime, Drama, Sci-Fi","Stanley Kubrick","Stanley Kubrick (screenplay), Anthony Burgess (novel)","Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke","In future Britain, charismatic delinquent Alex DeLarge is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan.","English","UK, USA","Nominated for 4 Oscars. Another 8 wins & 17 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg",78,8.4,"508,286","tt0066921","movie","True",NA,"UK","Crime"
"49","A Close Shave (1995)","A Close Shave",1995,1,1,"UNRATED","29 Dec 1995",30,"Animation, Short, Comedy","Nick Park","Bob Baker, Nick Park","Peter Sallis, Anne Reid","Wallace falls for Wendolene, a wool shop owner, while Gromit is framed for the sheep rustling.","English","UK","Won 1 Oscar. Another 18 wins.","http://ia.media-imdb.com/images/M/MV5BMTQyMzY5NjQ1NF5BMl5BanBnXkFtZTcwNTk5MTMyMQ@@._V1_SX300.jpg",NA,8.3,"28,438","tt0112691","movie","True",NA,"UK","Animation"
"50","A Cry in the Dark (1988)","A Cry in the Dark",1988,1,1,"PG-13","11 Nov 1988",120,"Drama","Fred Schepisi","John Bryson (novel), Robert Caswell (screenplay), Fred Schepisi (screenplay)","Meryl Streep, Sam Neill, Dale Reeves, David Hoflin","A mother whose child was killed in a Dingo attack in the Australian outback fights to prove her innocence when she is accused of murder.","English","Australia, USA","Nominated for 1 Oscar. Another 8 wins & 11 nominations.","http://ia.media-imdb.com/images/M/MV5BMTEwOTE4NzY5MzdeQTJeQWpwZ15BbWU3MDAwNjYyMjE@._V1_SX300.jpg",NA,6.9,"6,434","tt0094924","movie","True",NA,"Australia","Drama"
"51","A Damsel in Distress (1937)","A Damsel in Distress",1937,1,1,"APPROVED","19 Nov 1937",101,"Comedy, Musical, Romance","George Stevens","P.G. Wodehouse (screen play), Ernest Pagano (screen play), S.K. Lauren (screen play), P.G. Wodehouse (from the story by)","Fred Astaire, George Burns, Gracie Allen, Joan Fontaine","Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on ""Mr. X."" After Alyce goes to London to meet a beau...","English","USA","Won 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTQ5NjIxMjg0N15BMl5BanBnXkFtZTgwMTEyMDkwMzE@._V1._CR26,52,296,441_SX89_AL_.jpg_V1_SX300.jpg",NA,7,"1,246","tt0028757","movie","True",NA,"USA","Comedy"
"52","A Day in the Life of Bonnie Consolo (1975)","A Day in the Life of Bonnie Consolo",1975,1,1,"N/A","N/A",17,"Documentary, Short","Barry J. Spinello","N/A","Bonnie Consolo","Daily life of woman without arms.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BNjAwNTc3MTM4Nl5BMl5BanBnXkFtZTgwNzEzNjk4NDE@._V1_SX300.jpg",NA,6.7,"15","tt0072847","movie","True",NA,"USA","Documentary"
"53","A Different Approach (1978)","A Different Approach",1978,1,1,"N/A","N/A",21,"Short","Fern Field","Jim Belcher","Melissa Sue Anderson, Lucie Arnaz, Stockard Channing, Michael Keaton","An all-star educational film about the positive side of hiring people with disabilities. A board sit and watch the film Michael Keaton's character's assembled to sell companies on hiring ...","English","USA","N/A","N/A",NA,7.5,"26","tt0077434","movie","True",NA,"USA","Short"
"54","A Double Life (1947)","A Double Life",1947,4,4,"APPROVED","N/A",104,"Crime, Drama, Film-Noir","George Cukor","Ruth Gordon, Garson Kanin","Ronald Colman, Signe Hasso, Edmond O'Brien, Shelley Winters","Anthony John is an actor whose life is strongly influenced by the characters he plays. When he's playing comedy, he's the most enjoyable person in the world, but when he's playing drama, ...","English, Italian","USA","Won 2 Oscars. Another 1 win & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTUxNjE4NDg1NV5BMl5BanBnXkFtZTcwNjQ5MzMyMQ@@._V1_SX300.jpg",NA,7.1,"2,036","tt0039335","movie","True",NA,"USA","Crime"
"55","A Dry White Season (1989)","A Dry White Season",1989,1,1,"R","20 Sep 1989",97,"Drama, History, Thriller","Euzhan Palcy","André P. Brink (novel), Colin Welland (screenplay), Euzhan Palcy (screenplay)","Donald Sutherland, Janet Suzman, Zakes Mokae, Jürgen Prochnow","Ben du Toit is a schoolteacher who always has considered himself a man of caring and justice, at least on the individual level. When his gardener's son is brutally beaten up by the police ...","English","USA","Nominated for 1 Oscar. Another 1 win & 7 nominations.","http://ia.media-imdb.com/images/M/MV5BMTU4NzI4NzMzNV5BMl5BanBnXkFtZTcwOTg2MzEzMQ@@._V1_SX300.jpg",NA,7,"3,427","tt0097243","movie","True",NA,"USA","Drama"
"56","A Farewell to Arms (1932)","A Farewell to Arms",1932,4,4,"UNRATED","08 Dec 1932",80,"Drama, Romance, War","Frank Borzage","Benjamin Glazer (screenplay), Oliver H.P. Garrett (screenplay), Ernest Hemingway (novel)","Helen Hayes, Gary Cooper, Adolphe Menjou, Mary Philips","A tale of the love between ambulance driver Lt. Henry and Nurse Catherine Barkley during World War I. The action takes place in Italy and the two fall in love during the war and will stop ...","English","USA","Won 2 Oscars. Another 1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_SX300.jpg",NA,6.6,"3,293","tt0022879","movie","True",NA,"USA","Drama"
"57","A Farewell to Arms (1957)","A Farewell to Arms",1957,1,1,"APPROVED","14 Dec 1957",152,"Drama, Romance, War","Charles Vidor, John Huston","Ben Hecht (screenplay), Ernest Hemingway (novel), Laurence Stallings (play)","Rock Hudson, Jennifer Jones, Vittorio De Sica, Oskar Homolka","The story of an affair between an English nurse an an American soldier on the Italian front during World War I.","English, Latin","USA","Nominated for 1 Oscar. Another 1 win & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTg0MDI5MjI2Ml5BMl5BanBnXkFtZTcwMjkwMjkyMQ@@._V1_SX300.jpg",NA,5.9,"1,765","tt0050379","movie","True",NA,"USA","Drama"
"58","A Few Good Men (1992)","A Few Good Men",1992,4,4,"R","11 Dec 1992",138,"Drama, Thriller","Rob Reiner","Aaron Sorkin (play), Aaron Sorkin (screenplay)","Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon","Neo military lawyer Kaffee defends Marines accused of murder; they contend they were acting under orders.","English","USA","Nominated for 4 Oscars. Another 9 wins & 16 nominations.","http://ia.media-imdb.com/images/M/MV5BMTkzNzE3Njg4Ml5BMl5BanBnXkFtZTYwMjA4NzM5._V1_SX300.jpg",62,7.6,"171,882","tt0104257","movie","True",NA,"USA","Drama"
"59","A Few Notes on Our Food Problem (1968)","A Few Notes on Our Food Problem",1968,1,1,"N/A","N/A",36,"Documentary","James Blue","Gill Dennis","N/A","N/A","English","USA","N/A","N/A",NA,5.4,"8","tt0062968","movie","True",NA,"USA","Documentary"
"60","A Fish Called Wanda (1988)","A Fish Called Wanda",1988,3,3,"R","05 Aug 1988",108,"Comedy, Crime","Charles Crichton, John Cleese","John Cleese (story), Charles Crichton (story), John Cleese","John Cleese, Jamie Lee Curtis, Kevin Kline, Michael Palin","In London, four very different people team up to commit armed robbery, then try to doublecross each other for the loot.","English, Italian, Russian, French","USA, UK","Won 1 Oscar. Another 8 wins & 15 nominations.","http://ia.media-imdb.com/images/M/MV5BMjE5OTIzODI4Nl5BMl5BanBnXkFtZTcwNDg3NzYzNA@@._V1_SX300.jpg",80,7.6,"103,264","tt0095159","movie","True",NA,"USA","Comedy"
"61","A Foreign Affair (1948)","A Foreign Affair",1948,2,2,"APPROVED","20 Aug 1948",116,"Comedy, Drama, Romance","Billy Wilder","Charles Brackett (screenplay), Billy Wilder (screenplay), Richard L. Breen (screenplay), Robert Harari (adaptation), David Shaw (original story)","Jean Arthur, Marlene Dietrich, John Lund, Millard Mitchell","In occupied Berlin, an army captain is torn between an ex-Nazi cafe singer and the U.S. congresswoman investigating her.","English, German","USA","Nominated for 2 Oscars. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BOTAwMDQ2NDk5NV5BMl5BanBnXkFtZTgwNzYxODgxMTE@._V1_SX300.jpg",NA,7.5,"4,199","tt0040367","movie","True",NA,"USA","Comedy"
"62","A Free Soul (1930)","A Free Soul",1930,3,3,"APPROVED","22 Mar 1930",92,"Comedy, Musical","Edward Sedgwick","Richard Schayer (scenario), Paul Dickey (adaptation), Al Boasberg (dialogue)","Buster Keaton, Anita Page, Trixie Friganza, Robert Montgomery","A bumbling manager tries to get a small town beauty contest winner into the movies.","English, German","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTkzNzE3NTQzMF5BMl5BanBnXkFtZTYwOTUzMDI5._V1._CR0.883331298828125,20.533340454101562,256,412_SX89_AL_.jpg_V1_SX300.jpg",NA,5.6,"656","tt0020902","movie","True",NA,"USA","Comedy"
"63","A Funny Thing Happened on the Way to the Forum (1966)","A Funny Thing Happened on the Way to the Forum",1966,1,1,"APPROVED","16 Oct 1966",99,"Comedy, Musical","Richard Lester","Melvin Frank (screenplay), Michael Pertwee (screenplay), Burt Shevelove (book), Larry Gelbart (book), Titus Maccius Plautus (based on the play by)","Zero Mostel, Phil Silvers, Buster Keaton, Michael Crawford","A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.","English","USA, UK","Won 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTExOTM2ODE3ODFeQTJeQWpwZ15BbWU3MDE2ODA1MjE@._V1_SX300.jpg",NA,7,"6,506","tt0060438","movie","True",NA,"USA","Comedy"
"64","A Gathering of Eagles (1963)","A Gathering of Eagles",1963,1,1,"N/A","21 Jun 1963",115,"Drama, Romance","Delbert Mann","Robert Pirosh (screenplay), Sy Bartlett (story)","Rock Hudson, Rod Taylor, Mary Peach, Barry Sullivan","Rock Hudson plays an Air Force Colonel who has just been re-assigned as a cold war B-52 commander who must shape up his men to pass a grueling inspection that the previous commander had ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTI2NjI3MDc3OV5BMl5BanBnXkFtZTYwODU4NTg5._V1_SX300.jpg",NA,6.4,"573","tt0057090","movie","True",NA,"USA","Drama"
"65","A Grand Day Out (1990)","A Grand Day Out",1990,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"66","A Great Day in Harlem (1994)","A Great Day in Harlem",1994,1,1,"N/A","24 Feb 1995",60,"Documentary, Music","Jean Bach","Jean Bach, Susan Peehl, Matthew Seig","Quincy Jones, Dizzy Gillespie, Sonny Rollins, Buck Clayton","Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time ...","English","USA","Nominated for 1 Oscar. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMjA5MzU5NTE2Ml5BMl5BanBnXkFtZTcwOTUzNDEzMQ@@._V1_SX300.jpg",NA,7.5,"333","tt0109934","movie","True",NA,"USA","Documentary"
"67","A Greek Tragedy (1986)","A Greek Tragedy",1986,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"68","A Gun in His Hand (1945)","A Gun in His Hand",1945,1,1,"PASSED","15 Sep 1945",19,"Drama, Crime, Short","Joseph Losey","Charles F. Royal (story), Richard H. Landau","Tom Trout, Richard Gaines, Anthony Caruso","Dennis Nordell joins the police force with a long-range goal; use the knowledge he gains to pursue a career of undetected crime. Camouflaged by his uniform and badge, he pulls of a number ...","English","USA","N/A","N/A",NA,6.6,"131","tt0037758","movie","True",NA,"USA","Drama"
"69","A Guy Named Joe (1944)","A Guy Named Joe",1944,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"70","A Handful of Dust (1988)","A Handful of Dust",1988,1,1,"PG","24 Jun 1988",118,"Drama, Romance","Charles Sturridge","Derek Granger, Charles Sturridge, Tim Sullivan, Evelyn Waugh (novel)","James Wilby, Kristin Scott Thomas, Richard Beale, Jackson Kyle","The wife's affair and a death in the family hasten the demise of an upper-class English marriage.","English","UK","Nominated for 1 Oscar. Another 4 wins & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BNjkwMjQ1MDY0NF5BMl5BanBnXkFtZTcwNjU4MzcyMQ@@._V1_SX300.jpg",NA,6.7,"1,394","tt0095274","movie","True",NA,"UK","Drama"
"71","A Hard Day's Night (1964)","A Hard Day's Night",1964,2,2,"APPROVED","06 Jul 1964",87,"Comedy, Musical","Richard Lester","Alun Owen (original screenplay)","The Beatles, John Lennon, Paul McCartney, George Harrison","A 'typical' day in the life of the Beatles, including many of their famous songs.","English, German, French","UK","Nominated for 2 Oscars. Another 1 win & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BODQ4NjAwOTkyMl5BMl5BanBnXkFtZTgwMDk4ODA3MTE@._V1_SX300.jpg",96,7.7,"29,633","tt0058182","movie","True",NA,"UK","Comedy"
"72","A Hatful of Rain (1957)","A Hatful of Rain",1957,1,1,"N/A","09 Sep 1957",109,"Drama","Fred Zinnemann","Michael V. Gazzo (play), Michael V. Gazzo (screenplay), Alfred Hayes (screenplay), Carl Foreman (screenplay)","Don Murray, Eva Marie Saint, Anthony Franciosa, Lloyd Nolan","A Korean War veteran's morphine addiction wreaks havoc upon his family.","English","USA","Nominated for 1 Oscar. Another 8 wins & 7 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQzMDUxNjU0MF5BMl5BanBnXkFtZTcwMjA5MzkyMQ@@._V1_SX300.jpg",NA,7.2,"769","tt0050487","movie","True",NA,"USA","Drama"
"73","A History of Violence (2005)","A History of Violence",2005,2,2,"R","30 Sep 2005",96,"Crime, Drama, Thriller","David Cronenberg","John Wagner (graphic novel), Vince Locke (graphic novel), Josh Olson (screenplay)","Viggo Mortensen, Maria Bello, Ed Harris, William Hurt","A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.","English","USA, Germany, Canada","Nominated for 2 Oscars. Another 34 wins & 60 nominations.","http://ia.media-imdb.com/images/M/MV5BMTczMzIzMTQ1OV5BMl5BanBnXkFtZTYwMDQwNjk2._V1_SX300.jpg",81,7.5,"178,099","tt0399146","movie","True",NA,"USA","Crime"
"74","A Hole in the Head (1959)","A Hole in the Head",1959,1,1,"APPROVED","15 Jul 1959",120,"Comedy","Frank Capra","Arnold Schulman (screenplay), Arnold Schulman (play)","Frank Sinatra, Edward G. Robinson, Eleanor Parker, Carolyn Jones","An impractical widower tries to hang onto his Miami hotel and his 12-year-old son.","English","USA","Won 1 Oscar. Another 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTc3NDg1MzU3N15BMl5BanBnXkFtZTcwMjY2NzE0NA@@._V1_SX300.jpg",NA,6.4,"1,665","tt0052896","movie","True",NA,"USA","Comedy"
"75","A House Is Not a Home (1964)","A House Is Not a Home",1964,1,1,"N/A","01 Nov 1964",98,"Drama","Russell Rouse","Polly Adler (book), Clarence Greene, Russell Rouse","Shelley Winters, Robert Taylor, Cesar Romero, Ralph Taeger","Based on Polly Adler's best-selling autobiography about her life in the Roaring Twenties as a legendary Madam. The movie follows Polly's life from an immigrant worker to becoming friend and...","English","USA","N/A","N/A",NA,6.6,"61","tt0058209","movie","True",NA,"USA","Drama"
"76","A Jury of Her Peers (1980)","A Jury of Her Peers",1980,1,1,"N/A","N/A",30,"Short","Sally Heckel","Susan Glaspell (play), Sally Heckel","Diane de Lorian, Dorothy Lancaster, Sheila Hinchliffe, Mark Margolis","A farm woman is accused of murdering her husband in early 1900's Midwest America.","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTg1MDA5MDk5OV5BMl5BanBnXkFtZTcwMjEwOTkyMQ@@._V1_SX300.jpg",NA,7.1,"34","tt0080974","movie","True",NA,"USA","Short"
"77","A King's Story (1967)","A King's Story",1967,1,1,"N/A","N/A",86,"Adventure, Crime, Drama","Yilmaz Atadeniz","Yilmaz Atadeniz, Yilmaz Güney","Yilmaz Güney, Nebahat Çehre, Yildirim Gencer, Nuran Aksoy","N/A","Turkish","Turkey","N/A","N/A",NA,7.9,"38","tt0277456","movie","True",NA,"Turkey","Adventure"
"78","A Letter to Three Wives (1949)","A Letter to Three Wives",1949,3,3,"UNRATED","20 Jan 1949",103,"Drama, Romance","Joseph L. Mankiewicz","Vera Caspary (adaptation), John Klempner (Cosmopolitan Magazine novel), Joseph L. Mankiewicz (screenplay)","Jeanne Crain, Linda Darnell, Ann Sothern, Kirk Douglas","A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands: but she does not say which one.","English","USA","Won 2 Oscars. Another 3 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTkxMTkwNjQ3OV5BMl5BanBnXkFtZTcwMzYxNzcyMQ@@._V1_SX300.jpg",NA,7.9,"5,868","tt0041587","movie","True",NA,"USA","Drama"
"79","A Little Night Music (1977)","A Little Night Music",1977,2,2,"PG","21 May 1980",124,"Comedy, Musical, Romance","Harold Prince","Ingmar Bergman (suggested by: a film by ""Sommarnattens leende""), Hugh Wheeler (screenplay)","Elizabeth Taylor, Diana Rigg, Len Cariou, Lesley-Anne Down","Fredrik Egerman is very happy in his marriage to a seventeen-year-old virgin, Anne. Only she's been a virgin for the whole eleven months of the marriage, and being a bit restless, Fredrik ...","English","West Germany, Austria, USA","Won 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTcyMjMzNTU4M15BMl5BanBnXkFtZTYwMzI1Mjg5._V1_SX300.jpg",NA,5.7,"536","tt0076319","movie","True",NA,"West Germany","Comedy"
"80","A Little Princess (1995)","A Little Princess",1995,2,2,"G","10 May 1995",97,"Drama, Family, Fantasy","Alfonso Cuarón","Frances Hodgson Burnett (novel), Richard LaGravenese (screenplay), Elizabeth Chandler (screenplay)","Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer","A young girl is relegated to servitude at a boarding school when her father goes missing and is presumed dead.","English, French","USA","Nominated for 2 Oscars. Another 3 wins & 6 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYxMTA0OTc1Nl5BMl5BanBnXkFtZTgwOTExNzQxMTE@._V1_SX300.jpg",83,7.7,"23,762","tt0113670","movie","True",NA,"USA","Drama"
"81","A Little Romance (1979)","A Little Romance",1979,2,2,"PG","27 Apr 1979",110,"Adventure, Comedy, Romance","George Roy Hill","Allan Burns (screenplay), Claude Klotz (novel)","Laurence Olivier, Diane Lane, Thelonious Bernard, Arthur Hill","A French boy (Daniel) and an American girl (Lauren), who goes to school in Paris, meet and begin a little romance. They befriend Julius who enchants them with his storytelling. In an ...","English, French, Italian","USA, France","Won 1 Oscar. Another 4 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMjE2MzYxMjMyN15BMl5BanBnXkFtZTcwMjI0NjYxMQ@@._V1_SX300.jpg",NA,7.5,"3,774","tt0079477","movie","True",NA,"USA","Adventure"
"82","A Little Vicious (1991)","A Little Vicious",1991,1,1,"N/A","22 May 1991",30,"Documentary, Short","Immy Humes","N/A","Kevin Bacon","Bandit, a Connecticut house dog with ties to the Pit Bull family, is condemned to death for biting an agressive neighbor and then his own remorseful master. But when the late great ...","English","USA","N/A","N/A",NA,8.1,"32","tt0102320","movie","True",NA,"USA","Documentary"
"83","A Long Way from Nowhere (1970)","A Long Way from Nowhere",1970,1,1,"N/A","N/A",NA,"Documentary, Short","N/A","N/A","N/A","N/A","N/A","USA","N/A","N/A",NA,NA,"N/A","tt0065998","movie","True",NA,"USA","Documentary"
"84","A Majority of One (1961)","A Majority of One",1961,1,1,"N/A","03 Sep 1962",156,"Comedy, Family, Drama","Mervyn LeRoy","Leonard Spigelgass (play), Leonard Spigelgass (screenplay)","Rosalind Russell, Alec Guinness, Ray Danton, Madlyn Rhue","A gentle love story about a Japanese businessman and widower, and a Brooklyn widow. But before a happy ending can ensue, they must learn again the lessons of tolerance, kindness and forgiveness.","English, Japanese, Yiddish, German","USA","Nominated for 1 Oscar. Another 3 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMjgzNzgzNDI1M15BMl5BanBnXkFtZTcwODczMDAyMw@@._V1_SX300.jpg",NA,6.7,"686","tt0055124","movie","True",NA,"USA","Comedy"
"85","A Man and a Woman (1966)","A Man and a Woman",1966,4,4,"UNRATED","12 Jul 1966",102,"Drama, Romance","Claude Lelouch","Pierre Uytterhoeven","Anouk Aimée, Jean-Louis Trintignant, Pierre Barouh, Valérie Lagrange","A man and a woman meet by accident on a Sunday evening at their childrens' boarding school. Slowly they reveal themselves to each other, finding that each is a widow/widower. Each is slow ...","French","France","Won 2 Oscars. Another 13 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMTI5MzU4NTI3OF5BMl5BanBnXkFtZTcwODM2NjIyMQ@@._V1_SX300.jpg",NA,7.7,"6,408","tt0061138","movie","True",NA,"France","Drama"
"86","A Man Called Peter (1955)","A Man Called Peter",1955,1,1,"APPROVED","01 Apr 1955",119,"Biography, Drama, Family","Henry Koster","Eleanore Griffin (screenplay), Catherine Marshall (book)","Richard Todd, Jean Peters, Marjorie Rambeau, Jill Esmond","The rise of Peter Marshall, from modest Scottish upbringing, to New York seminary, time in Atlanta churches, his marriage, appointment as chaplain of the US Senate, and early death at 46. Based on real events.","English","USA","Nominated for 1 Oscar. Another 2 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTIyODc1ODMwN15BMl5BanBnXkFtZTcwMDExNTAzMQ@@._V1_SX300.jpg",NA,7.2,"725","tt0048337","movie","True",NA,"USA","Biography"
"87","A Man for All Seasons (1966)","A Man for All Seasons",1966,8,8,"APPROVED","03 May 1967",120,"Biography, Drama, History","Fred Zinnemann","Robert Bolt (from the play by), Robert Bolt (screenplay)","Paul Scofield, Wendy Hiller, Leo McKern, Robert Shaw","The story of Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarriage.","English, Latin, Spanish, French","UK","Won 6 Oscars. Another 27 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ3MTM3NTI0OF5BMl5BanBnXkFtZTcwNTI1MjQ4OQ@@._V1_SX300.jpg",NA,7.9,"22,374","tt0060665","movie","True",NA,"UK","Biography"
"88","A Man Thing (Meska Sprawa) (2001)","A Man Thing (Meska Sprawa)",2001,1,1,"R","16 Nov 2001",116,"Crime, Drama","Joel Coen, Ethan Coen","Joel Coen, Ethan Coen","Billy Bob Thornton, Frances McDormand, Michael Badalucco, James Gandolfini","A laconic, chain-smoking barber blackmails his wife's boss and lover for money to invest in dry cleaning, but his plan goes terribly wrong.","English, Italian, French","USA, UK","Nominated for 1 Oscar. Another 23 wins & 41 nominations.","http://ia.media-imdb.com/images/M/MV5BMTIxNDA0NTExNF5BMl5BanBnXkFtZTYwMTI2MDI5._V1_SX300.jpg",73,7.6,"81,539","tt0243133","movie","True",NA,"USA","Crime"
